CTA PROG,SUBC SUBP,OBJG PROY,"ORD
SPRY",CONCEPTO,Código de entidad,Código de sector,Tipo de gasto,Código,Entidad,Sector,TOTAL
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1102.0,11,FUNCIONAMIENTO,2,Fondo rotatorio del ministerio de relaciones exteriores,Relaciones exteriores,571393000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1104.0,11,FUNCIONAMIENTO,2,Unidad administrativa especial migración colombia,Relaciones exteriores,35911000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1201.0,12,FUNCIONAMIENTO,2,Ministerio de justicia y del derecho,Justicia y del derecho,32969300000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1204.0,12,FUNCIONAMIENTO,2,Superintendencia de notariado y registro,Justicia y del derecho,135699900000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1208.0,12,FUNCIONAMIENTO,2,Instituto nacional penitenciario y carcelario - inpec,Justicia y del derecho,275759547000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1210.0,12,FUNCIONAMIENTO,2,Unidad administrativa especial agencia nacional de defensa jurídica del estado,Justicia y del derecho,18832000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1211.0,12,FUNCIONAMIENTO,2,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y del derecho,127526800000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1301.0,13,FUNCIONAMIENTO,2,Ministerio de hacienda y crédito público,Hacienda,172677000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1308.0,13,FUNCIONAMIENTO,2,Unidad administrativa especial contaduría general de la nación,Hacienda,6461000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1309.0,13,FUNCIONAMIENTO,2,Superintendencia de la economía solidaria,Hacienda,4098000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1310.0,13,FUNCIONAMIENTO,2,Unidad administrativa especial dirección de impuestos y aduanas nacionales,Hacienda,349322532000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1312.0,13,FUNCIONAMIENTO,2,Unidad de información y análisis financiero,Hacienda,2357000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1313.0,13,FUNCIONAMIENTO,2,Superintendencia financiera de colombia,Hacienda,24533000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1314.0,13,FUNCIONAMIENTO,2,Unidad administrativa especial de gestión  pensional y contribuciones parafiscales de la protección social (ugppp),Hacienda,96169000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1315.0,13,FUNCIONAMIENTO,2,Fondo adaptación,Hacienda,6311000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1501.0,15,FUNCIONAMIENTO,2,Ministerio de defensa nacional,Defensa y policía,3936487500000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1503.0,15,FUNCIONAMIENTO,2,Caja de retiro de las fuerzas militares,Defensa y policía,9701000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1507.0,15,FUNCIONAMIENTO,2,Instituto casas fiscales del ejército,Defensa y policía,3349000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1508.0,15,FUNCIONAMIENTO,2,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,6287000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1510.0,15,FUNCIONAMIENTO,2,Club militar de oficiales,Defensa y policía,2349000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1511.0,15,FUNCIONAMIENTO,2,Caja de sueldos de retiro de la policía nacional,Defensa y policía,9437000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1512.0,15,FUNCIONAMIENTO,2,Fondo rotatorio de la policía,Defensa y policía,3923000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1516.0,15,FUNCIONAMIENTO,2,Superintendencia de vigilancia y seguridad privada,Defensa y policía,17451000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1519.0,15,FUNCIONAMIENTO,2,Hospital militar,Defensa y policía,16415000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1520.0,15,FUNCIONAMIENTO,2,Agencia logística de las fuerzas militares,Defensa y policía,21603000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1521.0,15,FUNCIONAMIENTO,2,Unidad administrativa especial de la justicia penal militar y policial,Defensa y policía,30392000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1601.0,16,FUNCIONAMIENTO,2,Policía nacional,Defensa y policía,2727717000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1701.0,17,FUNCIONAMIENTO,2,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,18601381000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1702.0,17,FUNCIONAMIENTO,2,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,58402409000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1715.0,17,FUNCIONAMIENTO,2,Autoridad nacional de acuicultura y pesca - aunap,Agricultura y desarrollo rural,8416484000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1716.0,17,FUNCIONAMIENTO,2,Unidad administrativa especial de gestión de restitución de tierras despojadas,Agricultura y desarrollo rural,21891696000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1717.0,17,FUNCIONAMIENTO,2,Agencia nacional de tierras - ant,Agricultura y desarrollo rural,38496161000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1718.0,17,FUNCIONAMIENTO,2,Agencia de desarrollo rural - adr,Agricultura y desarrollo rural,29292596000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1901.0,19,FUNCIONAMIENTO,2,Ministerio de salud y protección social,Salud y protección social,23816988000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1903.0,19,FUNCIONAMIENTO,2,Instituto nacional de salud (ins),Salud y protección social,5000000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1910.0,19,FUNCIONAMIENTO,2,Superintendencia nacional de salud,Salud y protección social,41685274000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1912.0,19,FUNCIONAMIENTO,2,Instituto nacional de vigilancia de medicamentos y alimentos - invima,Salud y protección social,26880829000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1913.0,19,FUNCIONAMIENTO,2,Fondo de previsión social del congreso ,Salud y protección social,3770628000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,1914.0,19,FUNCIONAMIENTO,2,Fondo pasivo social de ferrocarriles nacionales de colombia ,Salud y protección social,37268421000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2101.0,21,FUNCIONAMIENTO,2,Ministerio de minas y energía,Minas y energía,19546800000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2103.0,21,FUNCIONAMIENTO,2,Servicio geológico colombiano,Minas y energía,18619130784.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2109.0,21,FUNCIONAMIENTO,2,Unidad de planeacion minero energética - upme,Minas y energía,3000000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2110.0,21,FUNCIONAMIENTO,2,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,Minas y energía,7784700000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2111.0,21,FUNCIONAMIENTO,2,Agencia nacional de hidrocarburos - anh,Minas y energía,11758900000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2112.0,21,FUNCIONAMIENTO,2,Agencia nacional de minería - anm,Minas y energía,35615000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2201.0,22,FUNCIONAMIENTO,2,Ministerio de educación nacional,Educación,55572445101.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2234.0,22,FUNCIONAMIENTO,2,Escuela tecnológica instituto técnico central,Educación,4676797953.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2238.0,22,FUNCIONAMIENTO,2,Instituto nacional de formación técnica profesional de san andres y providencia,Educación,1266158636.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2239.0,22,FUNCIONAMIENTO,2,Instituto nacional de formación técnica profesional de san juan del cesar,Educación,1716414298.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2241.0,22,FUNCIONAMIENTO,2,Instituto tolimense de formación técnica profesional,Educación,5121810182.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2242.0,22,FUNCIONAMIENTO,2,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",Educación,1564990704.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2246.0,22,FUNCIONAMIENTO,2,Unidad administrativa especial alimentación escolar,Educación,3088245322.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2301.0,23,FUNCIONAMIENTO,2,Ministerio de tecnologías de la información y las comunicaciones,Tecnologías de la información y las comunicaciones,3065117000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2306.0,23,FUNCIONAMIENTO,2,Fondo único de tecnologías de la información y las comunicaciones,Tecnologías de la información y las comunicaciones,12944216000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2308.0,23,FUNCIONAMIENTO,2,Unidad administrativa especial comisión de regulación de las comunicaciones ,Tecnologías de la información y las comunicaciones,2457696000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2309.0,23,FUNCIONAMIENTO,2,Agencia nacional del espectro - ane,Tecnologías de la información y las comunicaciones,4414911000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2311.0,23,FUNCIONAMIENTO,2,Computadores para educar cpe,Tecnologías de la información y las comunicaciones,22983693600.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2312.0,23,FUNCIONAMIENTO,2,Corporación agencia nacional de gobierno digital - and,Tecnologías de la información y las comunicaciones,4577690000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2401.0,24,FUNCIONAMIENTO,2,Ministerio de transporte,Transporte,32103725000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2402.0,24,FUNCIONAMIENTO,2,Instituto nacional de vías,Transporte,64495192000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2412.0,24,FUNCIONAMIENTO,2,Unidad administrativa especial de la aeronáutica civil,Transporte,80518592000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2413.0,24,FUNCIONAMIENTO,2,Agencia nacional de infraestructura,Transporte,22397242000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2414.0,24,FUNCIONAMIENTO,2,Unidad de planeación del sector de infraestructura de transporte,Transporte,2374048000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2416.0,24,FUNCIONAMIENTO,2,Agencia nacional de seguridad vial,Transporte,6893565000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2417.0,24,FUNCIONAMIENTO,2,Superintendencia de puertos y transporte,Transporte,21290779817.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2501.0,25,FUNCIONAMIENTO,2,Procuraduría general de la nación,Organismos de control,80114000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2502.0,25,FUNCIONAMIENTO,2,Defensoría del pueblo,Organismos de control,32848000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2601.0,26,FUNCIONAMIENTO,2,Contraloría general de la república,Organismos de control,117517000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2602.0,26,FUNCIONAMIENTO,2,Fondo de bienestar social de la contraloría general de la república,Organismos de control,6322000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2701.0,27,FUNCIONAMIENTO,2,Rama judicial,Rama judicial,616102581216.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2801.0,28,FUNCIONAMIENTO,2,Registraduría nacional del estado civil,Registraduría,34647000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2802.0,28,FUNCIONAMIENTO,2,Fondo rotatorio de la registraduría,Registraduría,70000000000.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE BIENES  Y SERVICIOS,2803.0,28,FUNCIONAMIENTO,2,Fondo social de vivienda de la registraduría nacional del estado civil,Registraduría,40564308.0
