Actividad,C1,C2,Impuesto,Año,Valor,IPC,Valor_pc,Rubro,Rubro2
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1977,8344.0,0.3146521874887863,2651816.9368510637,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1977,19813.0,0.3146521874887863,6296793.980085107,Renta,Renta
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1977,2176.0,0.3146521874887863,691557.2452765957,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1977,4375.0,0.3146521874887863,1390424.1489361702,Renta,Renta
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1977,0.0,0.3146521874887863,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1977,0.0,0.3146521874887863,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1978,7506.0,0.3749047340291922,2002108.6208571428,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1978,2876.0,0.3749047340291922,767128.2165714286,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1978,0.0,0.3749047340291922,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1978,25063.0,0.3749047340291922,6685164.983285714,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1978,0.0,0.3749047340291922,0.0,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1978,21505.0,0.3749047340291922,5736123.886428571,Otros impuestos,Arancel
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1978,11151.0,0.3749047340291922,2974355.613,IVA,IVA
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1978,5614.0,0.3749047340291922,1497447.082,Renta,Renta
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1978,0.0,0.3749047340291922,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1979,9342.0,0.4820203723232471,1938092.358,IVA,IVA
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1979,0.0,0.4820203723232471,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1979,8686.0,0.4820203723232471,1801998.525111111,Renta,Renta
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1979,3176.0,0.4820203723232471,658893.3128888889,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1979,15556.0,0.4820203723232471,3227249.4884444443,IVA,IVA
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1979,0.0,0.4820203723232471,0.0,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1979,29799.0,0.4820203723232471,6182103.851,Renta,Renta
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1979,25477.0,0.4820203723232471,5285461.250777777,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1979,0.0,0.4820203723232471,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1980,4969.0,0.6025254654040589,824695.4336888888,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1980,13175.0,0.6025254654040589,2186629.571111111,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1980,0.0,0.6025254654040589,0.0,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1980,35143.0,0.6025254654040589,5832616.547822222,Renta,Renta
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1980,18758.0,0.6025254654040589,3113229.4113777773,IVA,IVA
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1980,35526.0,0.6025254654040589,5896182.325866667,Otros impuestos,Arancel
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1980,0.0,0.6025254654040589,0.0,Otros impuestos,G.M.F.
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1980,14806.0,0.6025254654040589,2457323.524088889,IVA,IVA
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1980,0.0,0.6025254654040589,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Riqueza
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1981,0.0,0.7631989228451411,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1981,38633.0,0.7631989228451411,5061983.035298247,Renta,Renta
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1981,4945.0,0.7631989228451411,647930.6838596493,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1981,17159.0,0.7631989228451411,2248299.8188771936,IVA,IVA
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1981,0.0,0.7631989228451411,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1981,0.0,0.7631989228451411,0.0,IVA,IVA
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1981,37535.0,0.7631989228451411,4918114.907719299,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1981,16093.0,0.7631989228451411,2108624.569333334,Renta,Renta
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1981,0.0,0.7631989228451411,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1981,25713.0,0.7631989228451411,3369108.52863158,IVA,IVA
ACTIVIDAD INTERNA,CREE,Retención CREE,Retención CREE,1982,0.0,0.943956562466359,0.0,Otros impuestos,Retención CREE
ACTIVIDAD INTERNA,G.M.F.,G.M.F.,G.M.F.,1982,0.0,0.943956562466359,0.0,Otros impuestos,G.M.F.
ACTIVIDAD INTERNA,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,Impuestos saludables - Bebidas azucaradas,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuestos saludables - Bebidas azucaradas
ACTIVIDAD INTERNA,Patrimonio,Patrimonio,Patrimonio,1982,0.0,0.943956562466359,0.0,Otros impuestos,Patrimonio
ACTIVIDAD INTERNA,Impuesto al consumo,Impuesto al consumo,Impuesto al consumo,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuesto al consumo
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1982,0.0,0.943956562466359,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1982,43972.0,0.943956562466359,4658265.194439717,Otros impuestos,Arancel
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1982,0.0,0.943956562466359,0.0,IVA,IVA
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1982,0.0,0.943956562466359,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,IVA,IVA interno,Declaraciones IVA,1982,33536.0,0.943956562466359,3552705.8482836885,IVA,IVA
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1982,6615.0,0.943956562466359,700773.7710638299,Otros impuestos,Timbre nacional
ACTIVIDAD EXTERNA,IVA,IVA externo,IVA externo,1982,21282.0,0.943956562466359,2254552.8942978727,IVA,IVA
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1982,0.0,0.943956562466359,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,Impuesto gasolina y ACPM,1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuesto gasolina y ACPM
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1982,0.0,0.943956562466359,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Riqueza,Riqueza,Riqueza,1982,0.0,0.943956562466359,0.0,Otros impuestos,Riqueza
ACTIVIDAD EXTERNA,Por clasificar,Por clasificar,Por clasificar,1982,0.0,0.943956562466359,0.0,Otros impuestos,Por clasificar
ACTIVIDAD INTERNA,Renta y complementarios,Renta cuotas,Renta cuotas,1982,46655.0,0.943956562466359,4942494.374751774,Renta,Renta
ACTIVIDAD INTERNA,Renta y complementarios,Retención en la fuente a título de renta,Retención en la fuente a título de renta,1982,21215.0,0.943956562466359,2247455.1100709224,Renta,Renta
ACTIVIDAD INTERNA,CREE,Declaraciones CREE,Declaraciones CREE,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Declaraciones CREE
ACTIVIDAD INTERNA,Timbre nacional,Timbre nacional,Timbre nacional,1983,7436.0,1.1046300199074413,673166.5685333335,Otros impuestos,Timbre nacional
ACTIVIDAD INTERNA,Productos plásticos de un solo uso,Productos plásticos de un solo uso,Productos plásticos de un solo uso,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Productos plásticos de un solo uso
ACTIVIDAD INTERNA,IVA,IVA interno,Retención en la fuente a título de IVA,1983,0.0,1.1046300199074413,0.0,IVA,IVA
ACTIVIDAD INTERNA,Impuesto de normalización tributaria,Impuesto de normalización tributaria,Impuesto de normalización tributaria,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Impuesto de normalización tributaria
ACTIVIDAD INTERNA,Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),Impuesto unificado RST (Simple),1983,0.0,1.1046300199074413,0.0,Otros impuestos,Impuesto unificado RST (Simple)
ACTIVIDAD INTERNA,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,Impuestos saludables - Comestibles ultraprocesados,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Impuestos saludables - Comestibles ultraprocesados
ACTIVIDAD INTERNA,Consumo bienes inmuebles,Consumo bienes inmuebles,Consumo bienes inmuebles,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Consumo bienes inmuebles
ACTIVIDAD INTERNA,Impuesto al carbono,Impuesto al carbono,Impuesto al carbono,1983,0.0,1.1046300199074413,0.0,Otros impuestos,Impuesto al carbono
ACTIVIDAD EXTERNA,Arancel,Arancel,Arancel,1983,42845.0,1.1046300199074413,3878674.237333334,Otros impuestos,Arancel
