CTA PROG,SUBC SUBP,OBJG PROY,ORD SPRY,Fuente,Rec.,Sit,Nombre del rubro,Apropiación 2025,Código de entidad,Entidad,Código de sector,Sector,Tipo de gasto,Año,% porc
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,10000000,214,Agencia de renovación del territorio - art,2,Presidencia de la república,Funcionamiento,2025,0.0
,,,,Nación,10,C,INVERSION,1,214,Agencia de renovación del territorio - art,2,Presidencia de la república,Inversión,2025,0.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,63625645502,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0121
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,21927277398,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0042
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,9993076614,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0019
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,41369853866,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0079
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),1348850000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0003
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),Nación,10,C,CUOTAS PARTES PENSIONALES (DE PENSIONES),64024000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),Nación,10,C,BONOS PENSIONALES (DE PENSIONES),968840000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),192390000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,437163100,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,168540000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,2500000000,301,Departamento administrativo nacional de planeación,3,Planeación,Funcionamiento,2025,0.0005
,,,,Nación,10,C,INVERSION,826729101726,301,Departamento administrativo nacional de planeación,3,Planeación,Inversión,2025,0.1569
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,15163270438,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.0029
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,5220644068,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.001
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1296891657,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,8434213640,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.0016
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),63000000,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,227718589,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,228332785,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Deuda,2025,0.0
,,,,Nación,10,C,INVERSION,53483370782,303,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,Inversión,2025,0.0102
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,89513415059,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.017
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,33169286221,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0063
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,14476981252,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0027
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Propios,20,S,SALARIO,17113828992,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0032
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,6332069059,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0012
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,2351500158,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0004
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,64666292161,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0123
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,FONDO EMPRESARIAL - LEY 812 DE 2003,Propios,20,S,FONDO EMPRESARIAL - LEY 812 DE 2003,45445551905,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0086
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Propios,20,S,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),1307428087,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,203397125,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,220480000,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,900000000,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Funcionamiento,2025,0.0002
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,23370199987,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Deuda,2025,0.0044
,,,,Propios,20,S,INVERSION,36788605875,324,Superintendencia de servicios públicos domiciliarios,3,Planeación,Inversión,2025,0.007
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,98694127159,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0187
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,34455634227,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0065
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,9466869421,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0018
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,SALARIO,,Nación,10,C,SALARIO,3123903598,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0006
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,493549069,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0001
GASTOS DE PERSONAL,PERSONAL SUPERNUMERARIO Y PLANTA TEMPORAL,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1058168653,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0002
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,38721404953,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0074
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Nación,10,C,A ORGANIZACIONES INTERNACIONALES,220840000,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),800000000,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0002
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,1163925120,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,305000000,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,800000000,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0002
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA","MULTAS, SANCIONES E INTERESES DE MORA",,,Nación,10,C,"MULTAS, SANCIONES E INTERESES DE MORA",20000000,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,3199738457,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Deuda,2025,0.0006
,,,,Nación,10,C,INVERSION,161499360301,401,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,Inversión,2025,0.0307
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,2428734634,402,Fondo rotatorio del dane,4,Información estadistíca,Funcionamiento,2025,0.0005
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Propios,20,S,SENTENCIAS Y CONCILIACIONES,153965366,402,Fondo rotatorio del dane,4,Información estadistíca,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,10000000,402,Fondo rotatorio del dane,4,Información estadistíca,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,150000000,402,Fondo rotatorio del dane,4,Información estadistíca,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Propios,20,S,APORTES AL FONDO DE CONTINGENCIAS,60863068,402,Fondo rotatorio del dane,4,Información estadistíca,Deuda,2025,0.0
,,,,Propios,20,S,INVERSION,103989136932,402,Fondo rotatorio del dane,4,Información estadistíca,Inversión,2025,0.0197
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,69358213525,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0132
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,23563490376,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0045
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,4773409429,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0009
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,25264937502,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0048
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),399999751,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0001
GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,,,,Propios,20,S,GASTOS DE COMERCIALIZACIÓN Y PRODUCCIÓN,2033100685,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0004
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,556520000,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Propios,20,S,IMPUESTOS,571340000,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0001
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Propios,20,S,CUOTA DE FISCALIZACIÓN Y AUDITAJE,972020000,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Funcionamiento,2025,0.0002
,,,,Nación,10,C,INVERSION,282485581943,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Inversión,2025,0.0536
,,,,Propios,20,S,INVERSION,13091000000,403,Instituto geográfico agustín codazzi - igac,4,Información estadistíca,Inversión,2025,0.0025
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Nación,10,C,SALARIO,21690897434,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0041
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Nación,10,C,CONTRIBUCIONES INHERENTES A LA NÓMINA,7868126625,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0015
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Nación,10,C,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,2354299208,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0004
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Nación,10,C,ADQUISICIÓN DE BIENES  Y SERVICIOS,3470275599,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0007
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,Nación,10,C,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,2114135525,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0004
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),Nación,10,C,MESADAS PENSIONALES (DE PENSIONES),323566544,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0001
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),Nación,10,C,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),79788985,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,,,Nación,10,C,SENTENCIAS Y CONCILIACIONES,183464730,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,Nación,10,C,IMPUESTOS,63459232,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,Nación,10,C,CUOTA DE FISCALIZACIÓN Y AUDITAJE,238596015,501,Departamento administrativo de la función pública,5,Empleo público,Funcionamiento,2025,0.0
SERVICIO DE LA DEUDA PÚBLICA INTERNA,FONDO DE CONTINGENCIAS,APORTES AL FONDO DE CONTINGENCIAS,,Nación,10,C,APORTES AL FONDO DE CONTINGENCIAS,51311411,501,Departamento administrativo de la función pública,5,Empleo público,Deuda,2025,0.0
,,,,Nación,10,C,INVERSION,11323274405,501,Departamento administrativo de la función pública,5,Empleo público,Inversión,2025,0.0021
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,Propios,20,S,SALARIO,81143800000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.0154
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,Propios,20,S,CONTRIBUCIONES INHERENTES A LA NÓMINA,29096000000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.0055
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,Propios,20,S,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,8532000000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.0016
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,Propios,20,S,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,5938600000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.0011
ADQUISICIÓN DE BIENES  Y SERVICIOS,,,,Propios,20,S,ADQUISICIÓN DE BIENES  Y SERVICIOS,31553900000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.006
TRANSFERENCIAS CORRIENTES,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,A ORGANIZACIONES INTERNACIONALES ,,Propios,20,S,A ORGANIZACIONES INTERNACIONALES,199900000,503,Escuela superior de administración pública (esap),5,Empleo público,Funcionamiento,2025,0.0
